2022-09-15 13:29:07.567000;1;5.141
2022-09-15 13:29:07.849000;1;3.136
2022-09-15 13:29:08.124000;1;4.139
2022-09-15 13:29:08.403000;1;5.141
2022-09-15 13:29:08.686000;1;4.16
2022-09-15 13:29:09.645000;1;3.138
2022-09-15 13:29:09.918000;1;4.141
2022-09-15 13:29:10.197000;1;3.135
2022-09-15 13:29:10.474000;1;5.15
2022-09-15 13:29:10.774000;1;4.156
2022-09-15 13:29:11.746000;1;2.137
2022-09-15 13:29:12.018000;1;3.14
2022-09-15 13:29:12.297000;1;1.16
2022-09-15 13:29:12.595000;1;1.141
2022-09-15 13:29:12.874000;1;2.142
2022-09-15 13:29:13.799000;1;5.137
2022-09-15 13:29:14.094000;1;5.141
2022-09-15 13:29:14.371000;1;3.141
2022-09-15 13:29:14.669000;1;3.133
2022-09-15 13:29:14.943000;1;2.144
2022-09-15 13:29:15.884000;1;2.139
2022-09-15 13:29:16.169000;1;3.14
2022-09-15 13:29:16.447000;1;3.136
2022-09-15 13:29:16.738000;1;2.149
2022-09-15 13:29:17.035000;1;5.139
2022-09-15 13:29:17.954000;1;2.14
2022-09-15 13:29:18.235000;1;5.135
2022-09-15 13:29:18.509000;1;5.137
2022-09-15 13:29:18.791000;1;4.136
2022-09-15 13:29:19.064000;1;3.142
2022-09-15 13:29:19.998000;1;5.139
2022-09-15 13:29:20.277000;1;4.14
2022-09-15 13:29:20.562000;1;2.142
2022-09-15 13:29:20.855000;1;3.141
2022-09-15 13:29:21.135000;1;1.144
2022-09-15 13:29:22.071000;1;1.139
2022-09-15 13:29:22.352000;1;5.137
2022-09-15 13:29:22.629000;1;3.145
2022-09-15 13:29:22.924000;1;3.14
2022-09-15 13:29:23.202000;1;3.146
2022-09-15 13:29:24.129000;1;5.136
2022-09-15 13:29:24.413000;1;2.138
2022-09-15 13:29:24.691000;1;5.152
2022-09-15 13:29:24.995000;1;4.139
2022-09-15 13:29:25.275000;1;3.139
2022-09-15 13:29:26.196000;1;2.135
2022-09-15 13:29:26.472000;1;4.151
2022-09-15 13:29:26.951000;1;5.151
2022-09-15 13:29:27.243000;1;1.141
2022-09-15 13:29:27.528000;1;4.17
2022-09-15 13:29:28.496000;1;2.135
2022-09-15 13:29:28.834000;1;5.157
2022-09-15 13:29:29.176000;1;5.168
2022-09-15 13:29:29.519000;1;3.193
2022-09-15 13:29:29.873000;1;3.141
2022-09-15 13:29:30.866000;1;2.209
2022-09-15 13:29:31.282000;1;1.184
2022-09-15 13:29:31.683000;1;4.165
2022-09-15 13:29:32.056000;1;3.204
2022-09-15 13:29:32.428000;1;3.185
2022-09-15 13:29:33.411000;1;2.139
2022-09-15 13:29:33.690000;1;3.142
2022-09-15 13:29:33.982000;1;1.138
2022-09-15 13:29:34.265000;1;4.132
2022-09-15 13:29:34.535000;1;5.146
2022-09-15 13:29:35.464000;1;5.137
2022-09-15 13:29:35.756000;1;3.142
2022-09-15 13:29:36.038000;1;3.14
2022-09-15 13:29:36.330000;1;1.14
2022-09-15 13:29:36.627000;1;5.15
2022-09-15 13:29:37.573000;1;4.146
2022-09-15 13:29:37.892000;1;2.135
2022-09-15 13:29:38.163000;1;5.148
2022-09-15 13:29:38.460000;1;3.155
2022-09-15 13:29:38.750000;1;2.166
2022-09-15 13:29:39.718000;1;4.141
2022-09-15 13:29:40.015000;1;5.139
2022-09-15 13:29:40.295000;1;5.135
2022-09-15 13:29:40.589000;1;4.136
2022-09-15 13:29:40.867000;1;3.141
2022-09-15 13:29:41.831000;1;4.141
2022-09-15 13:29:42.129000;1;5.134
2022-09-15 13:29:42.406000;1;3.144
2022-09-15 13:29:42.700000;1;5.134
2022-09-15 13:29:42.992000;1;2.144
2022-09-15 13:29:43.948000;1;1.138
2022-09-15 13:29:44.247000;1;4.151
2022-09-15 13:29:44.543000;1;4.164
2022-09-15 13:29:44.862000;1;1.139
2022-09-15 13:29:45.203000;1;3.164
2022-09-15 13:29:46.158000;1;1.146
2022-09-15 13:29:46.461000;1;2.142
2022-09-15 13:29:46.748000;1;1.141
2022-09-15 13:29:47.049000;1;1.149
2022-09-15 13:29:47.336000;1;4.157
